command,description,file_path,option
grep -A 3 'script[0-9].py' script[0-9].py,Print lines containing 'script[0-9].py' and the three lines after it.,script[0-9].py,-A
grep -A 4 'env python3' script[0-9].py,Print lines containing 'env python3' and the four lines after it.,script[0-9].py,-A
grep -A 5 '#!/usr/bin/env python3' script[0-9].py,Print lines containing '#!/usr/bin/env python3' and the five lines after it.,script[0-9].py,-A
grep -A 6 'This is a sample script file' script[0-9].py,Print lines containing 'This is a sample script file' and the six lines after it.,script[0-9].py,-A
grep -A 7 'matching the pattern' script[0-9].py,Print lines containing 'matching the pattern' and the seven lines after it.,script[0-9].py,-A
grep -A 8 'script[0-9].py' script[0-9].py,Print lines containing 'script[0-9].py' and the eight lines after it.,script[0-9].py,-A
"grep -A 9 'print(""This is a sample script file' script[0-9].py","Print lines containing 'print(""This is a sample script file' and the nine lines after it.",script[0-9].py,-A
grep -A 10 'matching the pattern' script[0-9].py,Print lines containing 'matching the pattern' and the ten lines after it.,script[0-9].py,-A
grep -A 1 'ERROR' *.log,Find all lines containing 'ERROR' and print the line following each match.,*.log,-A
grep -A 2 'WARNING' *.log,Find all lines containing 'WARNING' and print the two lines following each match.,*.log,-A
grep -A 3 'DEBUG' *.log,Find all lines containing 'DEBUG' and print the three lines following each match.,*.log,-A
grep -A 5 'INFO' *.log,Find all lines containing 'INFO' and print the five lines following each match.,*.log,-A
grep -A 10 'CRITICAL' *.log,Find all lines containing 'CRITICAL' and print the ten lines following each match.,*.log,-A
grep -A 1 'START' *.log,Find all lines containing 'START' and print the line following each match.,*.log,-A
grep -A 1 'END' *.log,Find all lines containing 'END' and print the line following each match.,*.log,-A
grep -A 2 'SUCCESS' *.log,Find all lines containing 'SUCCESS' and print the two lines following each match.,*.log,-A
grep -A 2 'FAILURE' *.log,Find all lines containing 'FAILURE' and print the two lines following each match.,*.log,-A
grep -A 3 'EXCEPTION' *.log,Find all lines containing 'EXCEPTION' and print the three lines following each match.,*.log,-A
grep -A 1 '<h1>' index.*,Find all lines containing '<h1>' and print the line itself and the next line for all files matching 'index.*',index.*,-A
grep -A 2 'class=' index.*,Find all lines containing 'class=' and print the line itself and the next two lines for all files matching 'index.*',index.*,-A
grep -A 3 'function' index.*,Find all lines containing 'function' and print the line itself and the next three lines for all files matching 'index.*',index.*,-A
grep -A 4 'console.log' index.*,Find all lines containing 'console.log' and print the line itself and the next four lines for all files matching 'index.*',index.*,-A
grep -A 5 '// TODO' index.*,Find all lines containing '// TODO' and print the line itself and the next five lines for all files matching 'index.*',index.*,-A
grep -A 10 'error' index.*,Find all lines containing 'error' and print the line itself and the next ten lines for all files matching 'index.*',index.*,-A
grep -A 20 'warning' index.*,Find all lines containing 'warning' and print the line itself and the next twenty lines for all files matching 'index.*',index.*,-A
grep -A 50 'debug' index.*,Find all lines containing 'debug' and print the line itself and the next fifty lines for all files matching 'index.*',index.*,-A
grep -A 100 'important' index.*,Find all lines containing 'important' and print the line itself and the next one hundred lines for all files matching 'index.*',index.*,-A
grep -A 500 'critical' index.*,Find all lines containing 'critical' and print the line itself and the next five hundred lines for all files matching 'index.*',index.*,-A
"grep -A 1 ""int main(void)"" main.c","Show the line containing ""int main(void)"" and the line after it in main.c",main.[ch],-A
"grep -A 2 ""#ifndef MAIN_H"" main.h","Show the line containing ""#ifndef MAIN_H"" and the two lines after it in main.h",main.[ch],-A
"grep -A 3 ""// Function prototypes"" main.h","Show the line containing ""// Function prototypes"" and the three lines after it in main.h",main.[ch],-A
"grep -A 4 ""#endif"" main.h","Show the line containing ""#endif"" and the four lines after it in main.h",main.[ch],-A
"grep -A 5 ""return 0;"" main.c","Show the line containing ""return 0;"" and the five lines after it in main.c",main.[ch],-A
"grep -A 10 ""int main(void)"" main.c","Show the line containing ""int main(void)"" and the ten lines after it in main.c",main.[ch],-A
"grep -A 20 ""#ifndef MAIN_H"" main.h","Show the line containing ""#ifndef MAIN_H"" and the twenty lines after it in main.h",main.[ch],-A
"grep -A 30 ""// Function prototypes"" main.h","Show the line containing ""// Function prototypes"" and the thirty lines after it in main.h",main.[ch],-A
"grep -A 40 ""#endif"" main.h","Show the line containing ""#endif"" and the forty lines after it in main.h",main.[ch],-A
"grep -A 50 ""return 0;"" main.c","Show the line containing ""return 0;"" and the fifty lines after it in main.c",main.[ch],-A
grep -A 1 '#include' *.[ch],Find lines containing '#include' and print the following line,*.[ch],-A
grep -A 2 'int main' *.[ch],Find lines containing 'int main' and print the following two lines,*.[ch],-A
grep -A 3 'printf' *.[ch],Find lines containing 'printf' and print the following three lines,*.[ch],-A
grep -A 4 'return 0' *.[ch],Find lines containing 'return 0' and print the following four lines,*.[ch],-A
grep -A 5 '// This is a sample C file' *.[ch],Find lines containing '// This is a sample C file' and print the following five lines,*.[ch],-A
"grep -A 1 'Hello, world!' *.[ch]","Find lines containing 'Hello, world!' and print the following line",*.[ch],-A
grep -A 2 '/*' *.[ch],Find lines containing '/*' and print the following two lines,*.[ch],-A
grep -A 3 '*/' *.[ch],Find lines containing '*/' and print the following three lines,*.[ch],-A
grep -A 4 '{' *.[ch],Find lines containing '{' and print the following four lines,*.[ch],-A
grep -A 5 '}' *.[ch],Find lines containing '}' and print the following five lines,*.[ch],-A
grep -A 1 'console.log' app*.js,Find all lines containing 'console.log' and print the line itself and the next line.,app*.js,-A
grep -A 2 'function' app*.js,Find all lines containing 'function' and print the line itself and the next two lines.,app*.js,-A
grep -A 3 'return' app*.js,Find all lines containing 'return' and print the line itself and the next three lines.,app*.js,-A
grep -A 4 'if' app*.js,Find all lines containing 'if' and print the line itself and the next four lines.,app*.js,-A
grep -A 5 'for' app*.js,Find all lines containing 'for' and print the line itself and the next five lines.,app*.js,-A
grep -A 1 'const' app*.js,Find all lines containing 'const' and print the line itself and the next line.,app*.js,-A
grep -A 2 'let' app*.js,Find all lines containing 'let' and print the line itself and the next two lines.,app*.js,-A
grep -A 3 'var' app*.js,Find all lines containing 'var' and print the line itself and the next three lines.,app*.js,-A
grep -A 4 'class' app*.js,Find all lines containing 'class' and print the line itself and the next four lines.,app*.js,-A
grep -A 5 'export' app*.js,Find all lines containing 'export' and print the line itself and the next five lines.,app*.js,-A
grep -A 1 '<h1>' *.html,Find lines containing '<h1>' and print the next line after each match.,*.html,-A
grep -A 2 '<h1>' *.html,Find lines containing '<h1>' and print the next two lines after each match.,*.html,-A
grep -A 3 '<h1>' *.html,Find lines containing '<h1>' and print the next three lines after each match.,*.html,-A
grep -A 1 '<p>' *.html,Find lines containing '<p>' and print the next line after each match.,*.html,-A
grep -A 2 '<p>' *.html,Find lines containing '<p>' and print the next two lines after each match.,*.html,-A
grep -A 3 '<p>' *.html,Find lines containing '<p>' and print the next three lines after each match.,*.html,-A
grep -A 1 'This is a' *.html,Find lines containing 'This is a' and print the next line after each match.,*.html,-A
grep -A 2 'This is a' *.html,Find lines containing 'This is a' and print the next two lines after each match.,*.html,-A
grep -A 3 'This is a' *.html,Find lines containing 'This is a' and print the next three lines after each match.,*.html,-A
grep -A 1 'Title of the document' *.html,Find lines containing 'Title of the document' and print the next line after each match.,*.html,-A
"grep -A 1 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the line after it in all .py files.",*.go,-A
"grep -A 2 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the two lines after it in all .py files.",*.go,-A
"grep -A 3 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the three lines after it in all .py files.",*.go,-A
"grep -A 4 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the four lines after it in all .py files.",*.go,-A
"grep -A 5 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the five lines after it in all .py files.",*.go,-A
"grep -A 10 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the ten lines after it in all .py files.",*.go,-A
"grep -A 20 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the twenty lines after it in all .py files.",*.go,-A
"grep -A 50 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the fifty lines after it in all .py files.",*.go,-A
"grep -A 100 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the one hundred lines after it in all .py files.",*.go,-A
"grep -A 1000 'print(""Hello, world!"")' *.py","Prints the line containing 'print(""Hello, world!"")' and the one thousand lines after it in all .py files.",*.go,-A
grep -A 1 'sample file' *.rb,Find lines containing 'sample file' and print the next line after each match.,*.rb,-A
grep -A 2 'Ruby programming' *.rb,Find lines containing 'Ruby programming' and print the next two lines after each match.,*.rb,-A
grep -A 3 'Ruby on Rails' *.rb,Find lines containing 'Ruby on Rails' and print the next three lines after each match.,*.rb,-A
grep -A 4 'classes and methods' *.rb,Find lines containing 'classes and methods' and print the next four lines after each match.,*.rb,-A
grep -A 5 'complex logic' *.rb,Find lines containing 'complex logic' and print the next five lines after each match.,*.rb,-A
grep -A 1 'modules and mixins' *.rb,Find lines containing 'modules and mixins' and print the next line after each match.,*.rb,-A
grep -A 2 'comments' *.rb,Find lines containing 'comments' and print the next two lines after each match.,*.rb,-A
grep -A 3 'testing purposes' *.rb,Find lines containing 'testing purposes' and print the next three lines after each match.,*.rb,-A
grep -A 4 'building web applications' *.rb,Find lines containing 'building web applications' and print the next four lines after each match.,*.rb,-A
grep -A 5 'any type of code' *.rb,Find lines containing 'any type of code' and print the next five lines after each match.,*.rb,-A
"grep -A 1 'name:' *.{yml,yaml}",Print the line containing 'name:' and the following line in all YAML files.,"*.{yml,yaml}",-A
"grep -A 2 'age:' *.{yml,yaml}",Print the line containing 'age:' and the two following lines in all YAML files.,"*.{yml,yaml}",-A
"grep -A 3 'job:' *.{yml,yaml}",Print the line containing 'job:' and the three following lines in all YAML files.,"*.{yml,yaml}",-A
"grep -A 1 'John' *.{yml,yaml}",Print the line containing 'John' and the following line in all YAML files.,"*.{yml,yaml}",-A
"grep -A 2 'Sarah' *.{yml,yaml}",Print the line containing 'Sarah' and the two following lines in all YAML files.,"*.{yml,yaml}",-A
"grep -A 1 'Developer' *.{yml,yaml}",Print the line containing 'Developer' and the following line in all YAML files.,"*.{yml,yaml}",-A
"grep -A 2 'Designer' *.{yml,yaml}",Print the line containing 'Designer' and the two following lines in all YAML files.,"*.{yml,yaml}",-A
"grep -A 1 '30' *.{yml,yaml}",Print the line containing '30' and the following line in all YAML files.,"*.{yml,yaml}",-A
"grep -A 2 '25' *.{yml,yaml}",Print the line containing '25' and the two following lines in all YAML files.,"*.{yml,yaml}",-A
grep -A 1 'name:' file1.yml,Print the line containing 'name:' and the following line in file1.yml.,"*.{yml,yaml}",-A
grep -A 1 'int main' lib*.[ch],Find lines containing 'int main' and print the following line in lib*.[ch] files,lib*.[ch],-A
grep -A 2 'struct' lib*.[ch],Find lines containing 'struct' and print the following 2 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 3 'return' lib*.[ch],Find lines containing 'return' and print the following 3 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 4 'printf' lib*.[ch],Find lines containing 'printf' and print the following 4 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 5 'malloc' lib*.[ch],Find lines containing 'malloc' and print the following 5 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 6 'free' lib*.[ch],Find lines containing 'free' and print the following 6 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 7 'const' lib*.[ch],Find lines containing 'const' and print the following 7 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 8 'static' lib*.[ch],Find lines containing 'static' and print the following 8 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 9 'typedef' lib*.[ch],Find lines containing 'typedef' and print the following 9 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 10 'extern' lib*.[ch],Find lines containing 'extern' and print the following 10 lines in lib*.[ch] files,lib*.[ch],-A
grep -A 1 '*.[0-9]' file,Print the matching line and the line after it,*.[0-9],-A
grep -A 2 '*.[0-9]' file,Print the matching line and the two lines after it,*.[0-9],-A
grep -A 3 '*.[0-9]' file,Print the matching line and the three lines after it,*.[0-9],-A
grep -A 4 '*.[0-9]' file,Print the matching line and the four lines after it,*.[0-9],-A
grep -A 5 '*.[0-9]' file,Print the matching line and the five lines after it,*.[0-9],-A
grep -A 10 '*.[0-9]' file,Print the matching line and the ten lines after it,*.[0-9],-A
grep -A 20 '*.[0-9]' file,Print the matching line and the twenty lines after it,*.[0-9],-A
grep -A 50 '*.[0-9]' file,Print the matching line and the fifty lines after it,*.[0-9],-A
grep -A 100 '*.[0-9]' file,Print the matching line and the one hundred lines after it,*.[0-9],-A
grep -A 1000 '*.[0-9]' file,Print the matching line and the one thousand lines after it,*.[0-9],-A
grep -A 1 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following line.,backup*.*,-A
grep -A 2 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 2 lines.,backup*.*,-A
grep -A 5 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 5 lines.,backup*.*,-A
grep -A 10 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 10 lines.,backup*.*,-A
grep -A 20 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 20 lines.,backup*.*,-A
grep -A 50 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 50 lines.,backup*.*,-A
grep -A 100 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 100 lines.,backup*.*,-A
grep -A 500 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 500 lines.,backup*.*,-A
grep -A 1000 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 1000 lines.,backup*.*,-A
grep -A 5000 'No files matched' backup*.*,Find lines containing 'No files matched' and print the following 5000 lines.,backup*.*,-A
grep -A 1 'echo' *.sh,Print the line containing 'echo' and the line following it in all .sh files.,*.sh,-A
grep -A 2 'This is a' *.sh,Print the lines containing 'This is a' and the two lines following them in all .sh files.,*.sh,-A
grep -A 3 '#!/usr/bin/env bash' *.sh,Print the line containing '#!/usr/bin/env bash' and the three lines following it in all .sh files.,*.sh,-A
grep -A 4 '## This is a comment' *.sh,Print the line containing '## This is a comment' and the four lines following it in all .sh files.,*.sh,-A
"grep -A 5 'echo ""This is a .sh file""' *.sh","Print the line containing 'echo ""This is a .sh file""' and the five lines following it in all .sh files.",*.sh,-A
grep -A 10 'This is a .sh file' *.sh,Print the line containing 'This is a .sh file' and the ten lines following it in all .sh files.,*.sh,-A
grep -A 20 '#!/usr/bin/env bash' *.sh,Print the line containing '#!/usr/bin/env bash' and the twenty lines following it in all .sh files.,*.sh,-A
grep -A 50 '## This is a comment' *.sh,Print the line containing '## This is a comment' and the fifty lines following it in all .sh files.,*.sh,-A
"grep -A 100 'echo ""This is a .sh file""' *.sh","Print the line containing 'echo ""This is a .sh file""' and the one hundred lines following it in all .sh files.",*.sh,-A
grep -A 1 'This is a .sh file' *.sh | grep -v 'This is a .sh file',Print the line following the line containing 'This is a .sh file' in all .sh files.,*.sh,-A
grep -A 1 'FROM python' Dockerfile,Find the line containing 'FROM python' and print the next line after it.,Docker*,-A
grep -A 2 'CMD' Dockerfile,Find the line containing 'CMD' and print the next two lines after it.,Docker*,-A
grep -A 3 'build:' Docker-compose.yml,Find the line containing 'build:' and print the next three lines after it.,Docker*,-A
grep -A 4 'ports:' Docker-compose.yml,Find the line containing 'ports:' and print the next four lines after it.,Docker*,-A
grep -A 5 'volumes:' Docker-compose.yml,Find the line containing 'volumes:' and print the next five lines after it.,Docker*,-A
grep -A 1 'environment:' Docker-compose.yml,Find the line containing 'environment:' and print the next line after it.,Docker*,-A
grep -A 2 'depends_on:' Docker-compose.yml,Find the line containing 'depends_on:' and print the next two lines after it.,Docker*,-A
grep -A 3 'image:' Docker-compose.yml,Find the line containing 'image:' and print the next three lines after it.,Docker*,-A
grep -A 4 'volumes:' Docker-compose.yml,Find the line containing 'volumes:' and print the next four lines after it.,Docker*,-A
grep -A 5 'environment:' Docker-compose.yml,Find the line containing 'environment:' and print the next five lines after it.,Docker*,-A
grep -A 1 'This is a text file' file1.txt,Print the line containing 'This is a text file' and the line following it in file1.txt,file1.txt notes.txt,-A
grep -A 2 'This is a text file' file1.txt,Print the line containing 'This is a text file' and the two lines following it in file1.txt,file1.txt notes.txt,-A
grep -A 3 'This is a text file' file1.txt,Print the line containing 'This is a text file' and the three lines following it in file1.txt,file1.txt notes.txt,-A
grep -A 1 'This is a directory with multiple files' notes.txt,Print the line containing 'This is a directory with multiple files' and the line following it in notes.txt,file1.txt notes.txt,-A
grep -A 2 'This is a directory with multiple files' notes.txt,Print the line containing 'This is a directory with multiple files' and the two lines following it in notes.txt,file1.txt notes.txt,-A
grep -A 3 'This is a directory with multiple files' notes.txt,Print the line containing 'This is a directory with multiple files' and the three lines following it in notes.txt,file1.txt notes.txt,-A
grep -A 1 'Path:' file1.txt,Print the line containing 'Path:' and the line following it in file1.txt,file1.txt notes.txt,-A
grep -A 2 'Path:' file1.txt,Print the line containing 'Path:' and the two lines following it in file1.txt,file1.txt notes.txt,-A
grep -A 3 'Path:' file1.txt,Print the line containing 'Path:' and the three lines following it in file1.txt,file1.txt notes.txt,-A
grep -A 1 'Description:' file1.txt,Print the line containing 'Description:' and the line following it in file1.txt,file1.txt notes.txt,-A
grep -A 1 'error' log.log,Show lines containing 'error' and the line after it in log.log,log.log error.log,-A
grep -A 2 'warning' log.log,Show lines containing 'warning' and the two lines after it in log.log,log.log error.log,-A
grep -A 5 'critical' log.log,Show lines containing 'critical' and the five lines after it in log.log,log.log error.log,-A
grep -A 10 'failed' log.log,Show lines containing 'failed' and the ten lines after it in log.log,log.log error.log,-A
grep -A 1 'connection refused' log.log,Show lines containing 'connection refused' and the line after it in log.log,log.log error.log,-A
grep -A 2 'timeout' log.log,Show lines containing 'timeout' and the two lines after it in log.log,log.log error.log,-A
grep -A 5 'invalid request' log.log,Show lines containing 'invalid request' and the five lines after it in log.log,log.log error.log,-A
grep -A 10 'authentication failed' log.log,Show lines containing 'authentication failed' and the ten lines after it in log.log,log.log error.log,-A
grep -A 1 'database error' log.log,Show lines containing 'database error' and the line after it in log.log,log.log error.log,-A
grep -A 2 'file not found' log.log,Show lines containing 'file not found' and the two lines after it in log.log,log.log error.log,-A
grep -A 1 'Error' data.csv,Find lines containing 'Error' and print the following line.,data.csv results.csv,-A
grep -A 2 'Warning' data.csv,Find lines containing 'Warning' and print the following two lines.,data.csv results.csv,-A
grep -A 3 'Success' data.csv,Find lines containing 'Success' and print the following three lines.,data.csv results.csv,-A
grep -A 5 'Failed' data.csv,Find lines containing 'Failed' and print the following five lines.,data.csv results.csv,-A
grep -A 10 'Exception' data.csv,Find lines containing 'Exception' and print the following ten lines.,data.csv results.csv,-A
grep -A 1 'Error' results.csv,Find lines containing 'Error' in results.csv and print the following line.,data.csv results.csv,-A
grep -A 2 'Warning' results.csv,Find lines containing 'Warning' in results.csv and print the following two lines.,data.csv results.csv,-A
grep -A 3 'Success' results.csv,Find lines containing 'Success' in results.csv and print the following three lines.,data.csv results.csv,-A
grep -A 5 'Failed' results.csv,Find lines containing 'Failed' in results.csv and print the following five lines.,data.csv results.csv,-A
grep -A 10 'Exception' results.csv,Find lines containing 'Exception' in results.csv and print the following ten lines.,data.csv results.csv,-A
"grep -A 1 'print(""Hello, world!"")' script.py","Find the line containing 'print(""Hello, world!"")' and print the next line after it.",script.py utility.py,-A
"grep -A 2 'if __name__ == ""__main__"":' script.py","Find the line containing 'if __name__ == ""__main__"":' and print the next two lines after it.",script.py utility.py,-A
grep -A 3 'def main():' script.py,Find the line containing 'def main():' and print the next three lines after it.,script.py utility.py,-A
grep -A 1 'return x + y' utility.py,Find the line containing 'return x + y' and print the next line after it.,script.py utility.py,-A
"grep -A 2 'def add(x, y):' utility.py","Find the line containing 'def add(x, y):' and print the next two lines after it.",script.py utility.py,-A
"grep -A 3 'def add(x, y):' utility.py","Find the line containing 'def add(x, y):' and print the next three lines after it.",script.py utility.py,-A
grep -A 1 'import sys' script.py,Find the line containing 'import sys' and print the next line after it.,script.py utility.py,-A
grep -A 2 'import sys' script.py,Find the line containing 'import sys' and print the next two lines after it.,script.py utility.py,-A
grep -A 3 'import sys' script.py,Find the line containing 'import sys' and print the next three lines after it.,script.py utility.py,-A
"grep -A 1 'def add(x, y):' utility.py","Find the line containing 'def add(x, y):' and print the next line after it.",script.py utility.py,-A
grep -A 1 'Lorem ipsum' notes.md,Print the line containing 'Lorem ipsum' and the line following it.,notes.md readme.md,-A
grep -A 2 'Section 2' notes.md,Print the line containing 'Section 2' and the two lines following it.,notes.md readme.md,-A
grep -A 3 'Donec luctus' notes.md,Print the line containing 'Donec luctus' and the three lines following it.,notes.md readme.md,-A
grep -A 4 'malesuada elementum' notes.md,Print the line containing 'malesuada elementum' and the four lines following it.,notes.md readme.md,-A
grep -A 5 'ac placerat' notes.md,Print the line containing 'ac placerat' and the five lines following it.,notes.md readme.md,-A
grep -A 6 'Proin aliquam' notes.md,Print the line containing 'Proin aliquam' and the six lines following it.,notes.md readme.md,-A
grep -A 7 'Sed at faucibus' notes.md,Print the line containing 'Sed at faucibus' and the seven lines following it.,notes.md readme.md,-A
grep -A 8 'Nam interdum' notes.md,Print the line containing 'Nam interdum' and the eight lines following it.,notes.md readme.md,-A
grep -A 9 'Donec luctus' notes.md,Print the line containing 'Donec luctus' and the nine lines following it.,notes.md readme.md,-A
grep -A 10 'Duis' notes.md,Print the line containing 'Duis' and the ten lines following it.,notes.md readme.md,-A
grep -A 1 'database connection' config.conf,Show the line containing 'database connection' and the line following it in config.conf,config.conf settings.conf,-A
grep -A 2 'API keys' config.conf,Show the line containing 'API keys' and the two lines following it in config.conf,config.conf settings.conf,-A
grep -A 3 'administrator' config.conf,Show the line containing 'administrator' and the three lines following it in config.conf,config.conf settings.conf,-A
grep -A 1 'display options' settings.conf,Show the line containing 'display options' and the line following it in settings.conf,config.conf settings.conf,-A
grep -A 2 'default values' settings.conf,Show the line containing 'default values' and the two lines following it in settings.conf,config.conf settings.conf,-A
grep -A 3 'settings menu' settings.conf,Show the line containing 'settings menu' and the three lines following it in settings.conf,config.conf settings.conf,-A
grep -A 1 'user preferences' settings.conf,Show the line containing 'user preferences' and the line following it in settings.conf,config.conf settings.conf,-A
grep -A 2 'personalize the application' settings.conf,Show the line containing 'personalize the application' and the two lines following it in settings.conf,config.conf settings.conf,-A
grep -A 3 'application' settings.conf,Show the line containing 'application' and the three lines following it in settings.conf,config.conf settings.conf,-A
grep -A 1 'customize the behavior' config.conf,Show the line containing 'customize the behavior' and the line following it in config.conf,config.conf settings.conf,-A
grep -A 1 '<title>' index.html,Find lines containing '<title>' in index.html and print the matching line and the line after it.,index.html about.html,-A
grep -A 2 '<p>' index.html,Find lines containing '<p>' in index.html and print the matching line and the two lines after it.,index.html about.html,-A
grep -A 3 'HTML' index.html,Find lines containing 'HTML' in index.html and print the matching line and the three lines after it.,index.html about.html,-A
grep -A 1 '<title>' about.html,Find lines containing '<title>' in about.html and print the matching line and the line after it.,index.html about.html,-A
grep -A 2 '<p>' about.html,Find lines containing '<p>' in about.html and print the matching line and the two lines after it.,index.html about.html,-A
grep -A 3 'About' about.html,Find lines containing 'About' in about.html and print the matching line and the three lines after it.,index.html about.html,-A
grep -A 1 '<!DOCTYPE html>' index.html,Find lines containing '<!DOCTYPE html>' in index.html and print the matching line and the line after it.,index.html about.html,-A
grep -A 2 '<body>' index.html,Find lines containing '<body>' in index.html and print the matching line and the two lines after it.,index.html about.html,-A
grep -A 3 '</html>' index.html,Find lines containing '</html>' in index.html and print the matching line and the three lines after it.,index.html about.html,-A
grep -A 1 '<!DOCTYPE html>' about.html,Find lines containing '<!DOCTYPE html>' in about.html and print the matching line and the line after it.,index.html about.html,-A
grep -A 1 'font-size' style.css,Find lines containing 'font-size' and print the following line in style.css,style.css main.css,-A
grep -A 2 'background-color' main.css,Find lines containing 'background-color' and print the following 2 lines in main.css,style.css main.css,-A
grep -A 3 'padding' main.css,Find lines containing 'padding' and print the following 3 lines in main.css,style.css main.css,-A
grep -A 1 'max-width' style.css,Find lines containing 'max-width' and print the following line in style.css,style.css main.css,-A
grep -A 2 'max-width' main.css,Find lines containing 'max-width' and print the following 2 lines in main.css,style.css main.css,-A
grep -A 1 'font-size' main.css,Find lines containing 'font-size' and print the following line in main.css,style.css main.css,-A
grep -A 2 'font-size' main.css,Find lines containing 'font-size' and print the following 2 lines in main.css,style.css main.css,-A
grep -A 1 '@media' style.css,Find lines containing '@media' and print the following line in style.css,style.css main.css,-A
grep -A 2 '@media' style.css,Find lines containing '@media' and print the following 2 lines in style.css,style.css main.css,-A
grep -A 3 '@media' style.css,Find lines containing '@media' and print the following 3 lines in style.css,style.css main.css,-A
grep -A 1 'const express = require' app.js,Find the line containing 'const express = require' and print the next line after it.,app.js helper.js,-A
grep -A 2 'helper.run()' app.js,Find the line containing 'helper.run()' and print the next two lines after it.,app.js helper.js,-A
grep -A 3 'helper.log' app.js,Find the line containing 'helper.log' and print the next three lines after it.,app.js helper.js,-A
grep -A 1 'require('helper.js')' app.js,Find the line containing 'require('helper.js')' and print the next line after it.,app.js helper.js,-A
grep -A 2 'app.use(express.static' app.js,Find the line containing 'app.use(express.static' and print the next two lines after it.,app.js helper.js,-A
"grep -A 1 'helper.log('Hi, I am helper.js')' helper.js","Find the line containing 'helper.log('Hi, I am helper.js')' and print the next line after it.",app.js helper.js,-A
grep -A 2 'const express = require' app.js,Find the line containing 'const express = require' and print the next two lines after it.,app.js helper.js,-A
grep -A 3 'helper.run()' app.js,Find the line containing 'helper.run()' and print the next three lines after it.,app.js helper.js,-A
grep -A 1 'helper.log' app.js,Find the line containing 'helper.log' and print the next line after it.,app.js helper.js,-A
grep -A 2 'require('helper.js')' app.js,Find the line containing 'require('helper.js')' and print the next two lines after it.,app.js helper.js,-A
grep -A 1 'main entry point' main.rs,Find the line containing 'main entry point' in main.rs and print the line itself and the following line.,main.rs lib.rs,-A
grep -A 2 'library crates' lib.rs,Find the line containing 'library crates' in lib.rs and print the line itself and the two following lines.,main.rs lib.rs,-A
grep -A 3 'fn main' main.rs,Find the line containing 'fn main' in main.rs and print the line itself and the three following lines.,main.rs lib.rs,-A
grep -A 4 'pub mod lib' lib.rs,Find the line containing 'pub mod lib' in lib.rs and print the line itself and the four following lines.,main.rs lib.rs,-A
grep -A 5 '// main entry point' main.rs,Find the line containing '// main entry point' in main.rs and print the line itself and the five following lines.,main.rs lib.rs,-A
grep -A 6 '// used for library crates' lib.rs,Find the line containing '// used for library crates' in lib.rs and print the line itself and the six following lines.,main.rs lib.rs,-A
grep -A 7 '}' main.rs,Find the line containing '}' in main.rs and print the line itself and the seven following lines.,main.rs lib.rs,-A
grep -A 8 '}' lib.rs,Find the line containing '}' in lib.rs and print the line itself and the eight following lines.,main.rs lib.rs,-A
grep -A 9 'fn' main.rs,Find the line containing 'fn' in main.rs and print the line itself and the nine following lines.,main.rs lib.rs,-A
grep -A 10 'pub' lib.rs,Find the line containing 'pub' in lib.rs and print the line itself and the ten following lines.,main.rs lib.rs,-A
"grep -A 1 'Hello, world!' main.cpp","Print the line containing 'Hello, world!' and the line after it in main.cpp",main.cpp app.rb,-A
"grep -A 2 'Hello, world!' main.cpp","Print the line containing 'Hello, world!' and the two lines after it in main.cpp",main.cpp app.rb,-A
"grep -A 3 'Hello, world!' main.cpp","Print the line containing 'Hello, world!' and the three lines after it in main.cpp",main.cpp app.rb,-A
"grep -A 1 'Hello, world!' app.rb","Print the line containing 'Hello, world!' and the line after it in app.rb",main.cpp app.rb,-A
"grep -A 2 'Hello, world!' app.rb","Print the line containing 'Hello, world!' and the two lines after it in app.rb",main.cpp app.rb,-A
